STATE CLIMATE OFFICE OF NORTH CAROLINA,
1/22/2010 1:50,38.7
1/22/2010 1:51,38.4
1/22/2010 1:52,38.7
1/22/2010 1:53,38.6
1/22/2010 1:54,38.6
1/22/2010 1:55,38.9
1/22/2010 1:56,38.6
1/22/2010 1:57,38.5
1/22/2010 1:58,38.5
1/22/2010 1:59,38.7
1/22/2010 2:00,38.7
1/22/2010 2:00,38.7
1/22/2010 2:01,38.7
1/22/2010 2:02,38.7
1/22/2010 2:03,38.5
1/22/2010 2:04,38.5
1/22/2010 2:05,38.6
1/22/2010 2:06,38.6
1/22/2010 2:07,38.5
1/22/2010 2:08,38.5
1/22/2010 2:09,38.6
1/22/2010 2:10,38.7
1/22/2010 2:11,38.5
1/22/2010 2:12,38.6
1/22/2010 2:13,38.6
1/22/2010 2:14,38.6
1/22/2010 2:15,38.5
1/22/2010 2:16,38.7
1/22/2010 2:17,38.6
1/22/2010 2:18,38.6
1/22/2010 2:19,38.7
1/22/2010 2:20,38.9
1/22/2010 2:21,38.6
1/22/2010 2:22,38.9
1/22/2010 2:23,38.6
1/22/2010 2:24,38.7
1/22/2010 2:25,38.6
1/22/2010 2:26,38.6
1/22/2010 2:27,38.6
1/22/2010 2:28,38.5
1/22/2010 2:29,38.6
1/22/2010 2:30,38.9
1/22/2010 2:31,38.6
1/22/2010 2:32,38.7
1/22/2010 2:33,38.6
1/22/2010 2:34,38.7
1/22/2010 2:35,38.5
1/22/2010 2:36,38.5
1/22/2010 2:37,38.5
1/22/2010 2:38,38.5
1/22/2010 2:39,38.4
1/22/2010 2:40,38.5
1/22/2010 2:41,38.6
1/22/2010 2:42,38.5
1/22/2010 2:43,38.6
1/22/2010 2:44,38.5
1/22/2010 2:45,38.5
1/22/2010 2:46,38.5
1/22/2010 2:47,38.5
1/22/2010 2:48,38.5
1/22/2010 2:49,38.6
1/22/2010 2:50,38.6
1/22/2010 2:51,38.5
1/22/2010 2:52,38.6
1/22/2010 2:53,38.5
1/22/2010 2:54,38.6
1/22/2010 2:55,38.6
1/22/2010 2:56,38.6
1/22/2010 2:57,38.3
1/22/2010 2:58,38.6
1/22/2010 2:59,38.5
1/22/2010 3:00,38.4
1/22/2010 3:00,38.4
1/22/2010 3:01,38.5
1/22/2010 3:02,38.6
1/22/2010 3:03,38.6
1/22/2010 3:04,38.6
1/22/2010 3:05,38.5
1/22/2010 3:06,38.7
1/22/2010 3:07,38.4
1/22/2010 3:08,38.5
1/22/2010 3:09,38.4
1/22/2010 3:10,38.3
1/22/2010 3:11,38.5
1/22/2010 3:12,38.6
1/22/2010 3:13,38.5
1/22/2010 3:14,38.6
1/22/2010 3:15,38.4
1/22/2010 3:16,38.4
1/22/2010 3:17,38.3
1/22/2010 3:18,38.4
1/22/2010 3:19,38.3
1/22/2010 3:20,38.4
1/22/2010 3:21,38.4
1/22/2010 3:22,38.4
1/22/2010 3:23,38.4
1/22/2010 3:24,38.5
1/22/2010 3:25,38.7
1/22/2010 3:26,38.4
1/22/2010 3:27,38.4
1/22/2010 3:28,38.4
1/22/2010 3:29,38.4
1/22/2010 3:30,38.4
1/22/2010 3:31,38.4
1/22/2010 3:32,38.4
1/22/2010 3:33,38.5
1/22/2010 3:34,38.3
1/22/2010 3:35,38.3
1/22/2010 3:36,38.5
1/22/2010 3:37,38.5
1/22/2010 3:38,38.3
1/22/2010 3:39,38.3
1/22/2010 3:40,38.3
1/22/2010 3:41,38.3
1/22/2010 3:42,38.4
1/22/2010 3:43,38.1
1/22/2010 3:44,38.3
1/22/2010 3:45,38.3
1/22/2010 3:46,38
1/22/2010 3:47,38.1
1/22/2010 3:48,38.1
1/22/2010 3:49,38.1
1/22/2010 3:50,38.1
1/22/2010 3:51,38.3
1/22/2010 3:52,38
1/22/2010 3:53,38.3
1/22/2010 3:54,38.1
1/22/2010 3:55,38
1/22/2010 3:56,38.3
1/22/2010 3:57,38.3
1/22/2010 3:58,38.3
1/22/2010 3:59,38.1
1/22/2010 4:00,38.1
1/22/2010 4:00,38.1
1/22/2010 4:01,38.3
1/22/2010 4:02,38
1/22/2010 4:03,38
1/22/2010 4:04,38
1/22/2010 4:05,38
1/22/2010 4:06,38
1/22/2010 4:07,38.1
1/22/2010 4:08,38.1
1/22/2010 4:09,38
1/22/2010 4:10,38.1
1/22/2010 4:11,38
1/22/2010 4:12,38.1
1/22/2010 4:13,38
1/22/2010 4:14,37.9
1/22/2010 4:15,38.1
1/22/2010 4:16,38.1
1/22/2010 4:17,38.1
1/22/2010 4:18,38.1
1/22/2010 4:19,38.1
1/22/2010 4:20,38
1/22/2010 4:21,38.1
1/22/2010 4:22,38
1/22/2010 4:23,38
1/22/2010 4:24,38.1
1/22/2010 4:25,38.1
1/22/2010 4:26,38.3
1/22/2010 4:27,38.3
1/22/2010 4:28,38.3
1/22/2010 4:29,38.1
1/22/2010 4:30,38.1
1/22/2010 4:31,38.3
1/22/2010 4:32,38.3
1/22/2010 4:33,38.1
1/22/2010 4:34,38.3
1/22/2010 4:35,38
1/22/2010 4:36,38
1/22/2010 4:37,38.3
1/22/2010 4:38,38
1/22/2010 4:39,38
1/22/2010 4:40,38.3
1/22/2010 4:41,38.1
1/22/2010 4:42,38.1
1/22/2010 4:43,38
1/22/2010 4:44,38.3
1/22/2010 4:45,38
1/22/2010 4:46,38
1/22/2010 4:47,38
1/22/2010 4:48,38
1/22/2010 4:49,37.9
1/22/2010 4:50,38
1/22/2010 4:51,37.9
1/22/2010 4:52,38
1/22/2010 4:53,37.7
1/22/2010 4:54,37.8
1/22/2010 4:55,37.8
1/22/2010 4:56,37.7
1/22/2010 4:57,37.7
1/22/2010 4:58,37.8
1/22/2010 4:59,38
1/22/2010 5:00,37.9
1/22/2010 5:00,37.9
1/22/2010 5:01,37.7
1/22/2010 5:02,37.9
1/22/2010 5:03,37.8
1/22/2010 5:04,37.7
1/22/2010 5:05,37.8
1/22/2010 5:06,37.5
1/22/2010 5:07,37.7
1/22/2010 5:08,37.8
1/22/2010 5:09,37.7
1/22/2010 5:10,37.9
1/22/2010 5:11,37.9
1/22/2010 5:12,37.9
1/22/2010 5:13,37.8
1/22/2010 5:14,37.8
1/22/2010 5:15,37.7
1/22/2010 5:16,37.7
1/22/2010 5:17,37.8
1/22/2010 5:18,37.9
1/22/2010 5:19,37.9
1/22/2010 5:20,37.8
1/22/2010 5:21,37.8
1/22/2010 5:22,37.8
1/22/2010 5:23,37.7
1/22/2010 5:24,38
1/22/2010 5:25,37.7
1/22/2010 5:26,37.7
1/22/2010 5:27,37.9
1/22/2010 5:28,37.7
1/22/2010 5:29,37.8
1/22/2010 5:30,37.7
1/22/2010 5:31,37.8
1/22/2010 5:32,37.9
1/22/2010 5:33,37.5
1/22/2010 5:34,37.8
1/22/2010 5:35,37.7
1/22/2010 5:36,37.7
1/22/2010 5:37,37.7
1/22/2010 5:38,37.9
1/22/2010 5:39,37.9
1/22/2010 5:40,37.8
1/22/2010 5:41,37.9
1/22/2010 5:42,37.9
1/22/2010 5:43,37.8
1/22/2010 5:44,37.8
1/22/2010 5:45,37.8
1/22/2010 5:46,37.8
1/22/2010 5:47,37.7
1/22/2010 5:48,38
1/22/2010 5:49,37.7
1/22/2010 5:50,37.5
1/22/2010 5:51,37.5
1/22/2010 5:52,37.7
1/22/2010 5:53,37.5
1/22/2010 5:54,37.5
1/22/2010 5:55,37.8
1/22/2010 5:56,37.7
1/22/2010 5:57,37.7
1/22/2010 5:58,37.5
1/22/2010 5:59,37.7
1/22/2010 6:00,37.5
1/22/2010 6:00,37.5
1/22/2010 6:01,37.7
1/22/2010 6:02,37.7
1/22/2010 6:03,37.7
1/22/2010 6:04,37.5
1/22/2010 6:05,37.7
1/22/2010 6:06,37.8
1/22/2010 6:07,37.7
1/22/2010 6:08,37.7
1/22/2010 6:09,37.7
1/22/2010 6:10,37.7
1/22/2010 6:11,37.7
1/22/2010 6:12,37.4
1/22/2010 6:13,37.4
1/22/2010 6:14,37.5
1/22/2010 6:15,37.5
1/22/2010 6:16,37.3
1/22/2010 6:17,37.5
1/22/2010 6:18,37.4
1/22/2010 6:19,37.5
1/22/2010 6:20,37.8
1/22/2010 6:21,37.5
1/22/2010 6:22,37.4
1/22/2010 6:23,37.4
1/22/2010 6:24,37.4
1/22/2010 6:25,37.7
1/22/2010 6:26,37.5
1/22/2010 6:27,37.5
1/22/2010 6:28,37.3
1/22/2010 6:29,37.5
1/22/2010 6:30,37.4
1/22/2010 6:31,37.5
1/22/2010 6:32,37.7
1/22/2010 6:33,37.3
1/22/2010 6:34,37.5
1/22/2010 6:35,37.5
1/22/2010 6:36,37.4
1/22/2010 6:37,37.5
1/22/2010 6:38,37.5
1/22/2010 6:39,37.5
1/22/2010 6:40,37.4
1/22/2010 6:41,37.7
1/22/2010 6:42,37.5
1/22/2010 6:43,37.7
1/22/2010 6:44,37.5
1/22/2010 6:45,37.4
1/22/2010 6:46,37.5
1/22/2010 6:47,37.5
1/22/2010 6:48,37.7
1/22/2010 6:49,37.4
1/22/2010 6:50,37.5
1/22/2010 6:51,37.7
1/22/2010 6:52,37.4
1/22/2010 6:53,37.4
1/22/2010 6:54,37.7
1/22/2010 6:55,37.4
1/22/2010 6:56,37.5
1/22/2010 6:57,37.5
1/22/2010 6:58,37.4
1/22/2010 6:59,37.8
1/22/2010 7:00,37.7
1/22/2010 7:00,37.7
1/22/2010 7:01,37.4
1/22/2010 7:02,37.5
1/22/2010 7:03,37.7
1/22/2010 7:04,37.5
1/22/2010 7:05,37.4
1/22/2010 7:06,37.7
1/22/2010 7:07,37.8
1/22/2010 7:08,37.5
1/22/2010 7:09,37.5
1/22/2010 7:10,37.5
1/22/2010 7:11,37.5
1/22/2010 7:12,37.3
1/22/2010 7:13,37.3
1/22/2010 7:14,37.9
1/22/2010 7:15,37.3
1/22/2010 7:16,37.4
1/22/2010 7:17,37.4
1/22/2010 7:18,37.4
1/22/2010 7:19,37.8
1/22/2010 7:20,37.4
1/22/2010 7:21,37.2
1/22/2010 7:22,37.5
1/22/2010 7:23,37.3
1/22/2010 7:24,37.4
1/22/2010 7:25,37.4
1/22/2010 7:26,37.5
1/22/2010 7:27,37.4
1/22/2010 7:28,37.4
1/22/2010 7:29,37.3
1/22/2010 7:30,37.3
1/22/2010 7:31,37.4
1/22/2010 7:32,37.5
1/22/2010 7:33,37.3
1/22/2010 7:34,37.3
1/22/2010 7:35,37.4
1/22/2010 7:36,37.3
1/22/2010 7:37,37.4
1/22/2010 7:38,37.4
1/22/2010 7:39,37.5
1/22/2010 7:40,37.5
1/22/2010 7:41,37.5
1/22/2010 7:42,37.5
1/22/2010 7:43,37.4
1/22/2010 7:44,37.5
1/22/2010 7:45,37.1
1/22/2010 7:46,37.5
1/22/2010 7:47,37.3
1/22/2010 7:48,37.3
1/22/2010 7:49,37.4
1/22/2010 7:50,37.4
1/22/2010 7:51,37.4
1/22/2010 7:52,37.5
1/22/2010 7:53,37.4
1/22/2010 7:54,37.5
1/22/2010 7:55,37.3
1/22/2010 7:56,37.4
1/22/2010 7:57,36.9
1/22/2010 7:58,37.3
1/22/2010 7:59,37.2
1/22/2010 8:00,37.4
1/22/2010 8:00,37.4
1/22/2010 8:01,37.3
1/22/2010 8:02,37.3
1/22/2010 8:03,37.3
1/22/2010 8:04,37.3
1/22/2010 8:05,37.3
1/22/2010 8:06,37.3
1/22/2010 8:07,37.4
1/22/2010 8:08,37.4
1/22/2010 8:09,37.3
1/22/2010 8:10,37.4
1/22/2010 8:11,37.4
1/22/2010 8:12,37.3
1/22/2010 8:13,37.4
1/22/2010 8:14,37.3
1/22/2010 8:15,37.4
1/22/2010 8:16,37.5
1/22/2010 8:17,37.3
1/22/2010 8:18,37.3
1/22/2010 8:19,37.4
1/22/2010 8:20,37.4
1/22/2010 8:21,37.4
1/22/2010 8:22,37.5
1/22/2010 8:23,37.4
1/22/2010 8:24,37.7
1/22/2010 8:25,37.4
1/22/2010 8:26,37.5
1/22/2010 8:27,37.7
1/22/2010 8:28,37.5
1/22/2010 8:29,37.3
1/22/2010 8:30,37.5
1/22/2010 8:31,37.3
1/22/2010 8:32,37.4
1/22/2010 8:33,37.3
1/22/2010 8:34,37.3
1/22/2010 8:35,37.2
1/22/2010 8:36,37.3
1/22/2010 8:37,37.3
1/22/2010 8:38,37.2
1/22/2010 8:39,37.4
1/22/2010 8:40,37.2
1/22/2010 8:41,37.3
1/22/2010 8:42,37.2
1/22/2010 8:43,37.1
1/22/2010 8:44,37.1
1/22/2010 8:45,37.2
1/22/2010 8:46,37.3
1/22/2010 8:47,37.4
1/22/2010 8:48,37.3
1/22/2010 8:49,37.5
1/22/2010 8:50,37.3
1/22/2010 8:51,37.3
1/22/2010 8:52,37.5
1/22/2010 8:53,37.2
1/22/2010 8:54,37.2
1/22/2010 8:55,37.3
1/22/2010 8:56,37.2
1/22/2010 8:57,37.2
1/22/2010 8:58,37.3
1/22/2010 8:59,37.5
1/22/2010 9:00,37.4
1/22/2010 9:00,37.4
1/22/2010 9:01,37.4
1/22/2010 9:02,37.3
1/22/2010 9:03,37.3
1/22/2010 9:04,37.3
1/22/2010 9:05,37.3
1/22/2010 9:06,37.4
1/22/2010 9:07,37.3
1/22/2010 9:08,37.4
1/22/2010 9:09,37.4
1/22/2010 9:10,37.2
1/22/2010 9:11,37.5
1/22/2010 9:12,37.4
1/22/2010 9:13,37.3
1/22/2010 9:14,37.2
1/22/2010 9:15,37.3
1/22/2010 9:16,37.1
1/22/2010 9:17,37.2
1/22/2010 9:18,37.1
1/22/2010 9:19,37.1
1/22/2010 9:20,37.1
1/22/2010 9:21,37.1
1/22/2010 9:22,37.2
1/22/2010 9:23,37.1
1/22/2010 9:24,37.2
1/22/2010 9:25,37.2
1/22/2010 9:26,37.2
1/22/2010 9:27,37.2
1/22/2010 9:28,37.1
1/22/2010 9:29,37.2
1/22/2010 9:30,37.1
1/22/2010 9:31,37.2
1/22/2010 9:32,37.1
1/22/2010 9:33,36.9
1/22/2010 9:34,37.1
1/22/2010 9:35,37.2
1/22/2010 9:36,37.2
1/22/2010 9:37,37.4
1/22/2010 9:38,37.2
1/22/2010 9:39,37.2
1/22/2010 9:40,37.3
1/22/2010 9:41,37.2
1/22/2010 9:42,37.1
1/22/2010 9:43,37.2
1/22/2010 9:44,37.1
1/22/2010 9:45,37.3
1/22/2010 9:46,37.3
1/22/2010 9:47,37.2
1/22/2010 9:48,37.4
1/22/2010 9:49,37.2
1/22/2010 9:50,37.2
1/22/2010 9:51,37.4
1/22/2010 9:52,37.3
1/22/2010 9:53,37.4
1/22/2010 9:54,37.2
1/22/2010 9:55,37.3
1/22/2010 9:56,37.1
1/22/2010 9:57,37.3
1/22/2010 9:58,37.2
1/22/2010 9:59,37.2
1/22/2010 10:00,37.2
1/22/2010 10:00,37.2
1/22/2010 10:01,37.2
1/22/2010 10:02,37.1
1/22/2010 10:03,37.2
1/22/2010 10:04,37.1
1/22/2010 10:05,36.9
1/22/2010 10:06,37.3
1/22/2010 10:07,37.2
1/22/2010 10:08,37.2
1/22/2010 10:09,37.2
1/22/2010 10:10,37.3
1/22/2010 10:11,37.5
1/22/2010 10:12,37.7
1/22/2010 10:13,37.5
1/22/2010 10:14,37.3
1/22/2010 10:15,37.3
1/22/2010 10:16,37.4
1/22/2010 10:17,37.3
1/22/2010 10:18,37.3
1/22/2010 10:19,37.3
1/22/2010 10:20,37.2
1/22/2010 10:21,37.3
1/22/2010 10:22,37.3
1/22/2010 10:23,37.3
1/22/2010 10:24,37.2
1/22/2010 10:25,37.4
1/22/2010 10:26,37.3
1/22/2010 10:27,37.3
1/22/2010 10:28,37.3
1/22/2010 10:29,37.5
1/22/2010 10:30,37.2
1/22/2010 10:31,37.3
1/22/2010 10:32,37.3
1/22/2010 10:33,37.4
1/22/2010 10:34,37.3
1/22/2010 10:35,37.3
1/22/2010 10:36,37.2
1/22/2010 10:37,37.3
1/22/2010 10:38,37.2
1/22/2010 10:39,37.3
1/22/2010 10:40,37.1
1/22/2010 10:41,37.3
1/22/2010 10:42,37.1
1/22/2010 10:43,37.1
1/22/2010 10:44,37.3
1/22/2010 10:45,37.2
1/22/2010 10:46,37.2
1/22/2010 10:47,37.3
1/22/2010 10:48,37.4
1/22/2010 10:49,37.2
1/22/2010 10:50,37.5
1/22/2010 10:51,37.3
1/22/2010 10:52,37.5
1/22/2010 10:53,37.8
1/22/2010 10:54,37.5
1/22/2010 10:55,37.5
1/22/2010 10:56,37.4
1/22/2010 10:57,37.4
1/22/2010 10:58,37.4
1/22/2010 10:59,37.5
1/22/2010 11:00,37.4
1/22/2010 11:00,37.4
1/22/2010 11:01,37.3
1/22/2010 11:02,37.3
1/22/2010 11:03,37.5
1/22/2010 11:04,37.3
1/22/2010 11:05,37.3
1/22/2010 11:06,37.4
1/22/2010 11:07,37.5
1/22/2010 11:08,37.4
1/22/2010 11:09,37.5
1/22/2010 11:10,37.4
1/22/2010 11:11,37.5
1/22/2010 11:12,37.8
1/22/2010 11:13,37.7
1/22/2010 11:14,37.8
1/22/2010 11:15,37.8
1/22/2010 11:16,37.5
1/22/2010 11:17,37.5
1/22/2010 11:18,37.7
1/22/2010 11:19,37.7
1/22/2010 11:20,37.7
1/22/2010 11:21,37.7
1/22/2010 11:22,37.8
1/22/2010 11:23,37.7
1/22/2010 11:24,37.5
1/22/2010 11:25,37.5
1/22/2010 11:26,37.7
1/22/2010 11:27,37.8
1/22/2010 11:28,37.7
1/22/2010 11:29,37.8
1/22/2010 11:30,37.5
1/22/2010 11:31,37.8
1/22/2010 11:32,37.8
1/22/2010 11:33,37.7
1/22/2010 11:34,37.9
1/22/2010 11:35,37.8
1/22/2010 11:36,37.7
1/22/2010 11:37,37.8
1/22/2010 11:38,37.5
1/22/2010 11:39,37.7
1/22/2010 11:40,37.8
1/22/2010 11:41,37.7
1/22/2010 11:42,37.8
1/22/2010 11:43,37.7
1/22/2010 11:44,37.8
1/22/2010 11:45,37.8
1/22/2010 11:46,38
1/22/2010 11:47,38
1/22/2010 11:48,37.9
1/22/2010 11:49,37.9
1/22/2010 11:50,37.9
1/22/2010 11:51,38.3
1/22/2010 11:52,38
1/22/2010 11:53,38.1
1/22/2010 11:54,38
1/22/2010 11:55,38.1
1/22/2010 11:56,38.3
1/22/2010 11:57,38.1
1/22/2010 11:58,38.3
1/22/2010 11:59,38.4
1/22/2010 12:00,38
1/22/2010 12:00,38
1/22/2010 12:01,38.1
1/22/2010 12:02,38.3
1/22/2010 12:03,38.4
1/22/2010 12:04,38.5
1/22/2010 12:05,38.4
1/22/2010 12:06,38.6
1/22/2010 12:07,38.6
1/22/2010 12:08,38.5
1/22/2010 12:09,38.4
1/22/2010 12:10,38.4
1/22/2010 12:11,38.5
1/22/2010 12:12,38.6
1/22/2010 12:13,38.5
1/22/2010 12:14,38.4
1/22/2010 12:15,38.4
1/22/2010 12:16,38.1
1/22/2010 12:17,38.3
1/22/2010 12:18,38.4
1/22/2010 12:19,38
1/22/2010 12:20,38.3
1/22/2010 12:21,38.3
1/22/2010 12:22,38.3
1/22/2010 12:23,38.5
1/22/2010 12:24,38.6
1/22/2010 12:25,38.7
1/22/2010 12:26,38.5
1/22/2010 12:27,38.3
1/22/2010 12:28,38.4
1/22/2010 12:29,38.4
1/22/2010 12:30,38.1
1/22/2010 12:31,38.3
1/22/2010 12:32,38.5
1/22/2010 12:33,38.4
1/22/2010 12:34,38.5
1/22/2010 12:35,38.5
1/22/2010 12:36,38.5
1/22/2010 12:37,38.6
1/22/2010 12:38,38.5
1/22/2010 12:39,38.4
1/22/2010 12:40,38.3
1/22/2010 12:41,38.5
1/22/2010 12:42,38.5
1/22/2010 12:43,38.3
1/22/2010 12:44,38.5
1/22/2010 12:45,38.5
1/22/2010 12:46,38.6
1/22/2010 12:47,38.6
1/22/2010 12:48,38.4
1/22/2010 12:49,38.6
1/22/2010 12:50,38.3
1/22/2010 12:51,38.3
1/22/2010 12:52,38.3
1/22/2010 12:53,38.5
1/22/2010 12:54,38.7
1/22/2010 12:55,38.6
1/22/2010 12:56,38.5
1/22/2010 12:57,38.5
1/22/2010 12:58,38.5
1/22/2010 12:59,38.7
1/22/2010 13:00,38.7
1/22/2010 13:00,38.7
1/22/2010 13:01,38.7
1/22/2010 13:02,38.6
1/22/2010 13:03,38.7
1/22/2010 13:04,38.5
1/22/2010 13:05,38.7
1/22/2010 13:06,38.7
1/22/2010 13:07,38.4
1/22/2010 13:08,38.6
1/22/2010 13:09,38.7
1/22/2010 13:10,38.5
1/22/2010 13:11,38.6
1/22/2010 13:12,39
1/22/2010 13:13,38.5
1/22/2010 13:14,38.7
1/22/2010 13:15,38.5
1/22/2010 13:16,38.7
1/22/2010 13:17,38.5
1/22/2010 13:18,38.5
1/22/2010 13:19,38.6
1/22/2010 13:20,38.5
1/22/2010 13:21,38.7
1/22/2010 13:22,38.6
1/22/2010 13:23,38.7
1/22/2010 13:24,38.6
1/22/2010 13:25,38.9
1/22/2010 13:26,38.9
1/22/2010 13:27,39
1/22/2010 13:28,38.9
1/22/2010 13:29,38.7
1/22/2010 13:30,38.6
1/22/2010 13:31,38.7
1/22/2010 13:32,38.9
1/22/2010 13:33,38.7
1/22/2010 13:34,38.9
1/22/2010 13:35,38.9
1/22/2010 13:36,38.7
1/22/2010 13:37,39.5
1/22/2010 13:38,39
1/22/2010 13:39,39
1/22/2010 13:40,39.3
1/22/2010 13:41,39.5
1/22/2010 13:42,39.3
1/22/2010 13:43,39.1
1/22/2010 13:44,39.2
1/22/2010 13:45,39.2
1/22/2010 13:46,39.2
1/22/2010 13:47,39
1/22/2010 13:48,39.2
1/22/2010 13:49,39.1
1/22/2010 13:50,39.1
1/22/2010 13:51,39.2
1/22/2010 13:52,39
1/22/2010 13:53,39.1
1/22/2010 13:54,39.2
1/22/2010 13:55,39.2
1/22/2010 13:56,39.3
1/22/2010 13:57,39.1
1/22/2010 13:58,39
1/22/2010 13:59,39.1
1/22/2010 14:00,39.3
1/22/2010 14:00,39.3
1/22/2010 14:01,39.2
1/22/2010 14:02,39.2
1/22/2010 14:03,39.2
1/22/2010 14:04,39.1
1/22/2010 14:05,39.5
1/22/2010 14:06,39.6
1/22/2010 14:07,39.6
1/22/2010 14:08,39.5
1/22/2010 14:09,39.6
1/22/2010 14:10,39.7
1/22/2010 14:11,39.6
1/22/2010 14:12,39.8
1/22/2010 14:13,40.1
1/22/2010 14:14,39.8
1/22/2010 14:15,39.7
1/22/2010 14:16,39.6
1/22/2010 14:17,39.6
1/22/2010 14:18,39.6
1/22/2010 14:19,39.6
1/22/2010 14:20,39.5
1/22/2010 14:21,39.5
1/22/2010 14:22,39.7
1/22/2010 14:23,39.8
1/22/2010 14:24,39.6
1/22/2010 14:25,39.7
1/22/2010 14:26,39.6
1/22/2010 14:27,39.5
1/22/2010 14:28,39.7
1/22/2010 14:29,39.9
1/22/2010 14:30,39.6
1/22/2010 14:31,39.8
1/22/2010 14:32,39.8
1/22/2010 14:33,39.9
1/22/2010 14:34,39.9
1/22/2010 14:35,39.5
1/22/2010 14:36,39.7
1/22/2010 14:37,39.8
1/22/2010 14:38,39.8
1/22/2010 14:39,39.8
1/22/2010 14:40,39.5
1/22/2010 14:41,39.6
1/22/2010 14:42,39.5
1/22/2010 14:43,39.8
1/22/2010 14:44,39.7
1/22/2010 14:45,39.6
1/22/2010 14:46,39.7
1/22/2010 14:47,39.6
1/22/2010 14:48,39.8
1/22/2010 14:49,39.7
1/22/2010 14:50,39.6
1/22/2010 14:51,39.7
1/22/2010 14:52,39.8
1/22/2010 14:53,39.8
1/22/2010 14:54,39.6
1/22/2010 14:55,39.8
1/22/2010 14:56,39.8
1/22/2010 14:57,39.6
1/22/2010 14:58,39.8
1/22/2010 14:59,39.9
1/22/2010 15:00,39.8
1/22/2010 15:00,39.8
1/22/2010 15:01,40.1
1/22/2010 15:02,39.6
1/22/2010 15:03,39.7
1/22/2010 15:04,39.7
1/22/2010 15:05,39.7
1/22/2010 15:06,39.6
1/22/2010 15:07,39.6
1/22/2010 15:08,39.7
1/22/2010 15:09,39.7
1/22/2010 15:10,39.5
1/22/2010 15:11,39.5
1/22/2010 15:12,39.7
1/22/2010 15:13,39.6
1/22/2010 15:14,39.8
1/22/2010 15:15,39.7
1/22/2010 15:16,39.6
1/22/2010 15:17,39.5
1/22/2010 15:18,39.7
1/22/2010 15:19,39.6
1/22/2010 15:20,39.7
1/22/2010 15:21,39.5
1/22/2010 15:22,39.6
1/22/2010 15:23,39.6
1/22/2010 15:24,39.7
1/22/2010 15:25,39.7
1/22/2010 15:26,39.8
1/22/2010 15:27,39.9
1/22/2010 15:28,39.8
1/22/2010 15:29,39.6
1/22/2010 15:30,39.8
1/22/2010 15:31,39.6
1/22/2010 15:32,39.8
1/22/2010 15:33,39.9
1/22/2010 15:34,39.7
1/22/2010 15:35,39.7
1/22/2010 15:36,39.8
1/22/2010 15:37,39.9
1/22/2010 15:38,39.8
1/22/2010 15:39,39.9
1/22/2010 15:40,39.7
1/22/2010 15:41,39.8
1/22/2010 15:42,39.9
1/22/2010 15:43,40.1
1/22/2010 15:44,39.9
1/22/2010 15:45,39.9
1/22/2010 15:46,39.9
1/22/2010 15:47,40.1
1/22/2010 15:48,39.9
1/22/2010 15:49,39.8
1/22/2010 15:50,39.9
1/22/2010 15:51,39.9
1/22/2010 15:52,39.8
1/22/2010 15:53,39.8
1/22/2010 15:54,39.8
1/22/2010 15:55,39.8
1/22/2010 15:56,39.6
1/22/2010 15:57,39.7
1/22/2010 15:58,39.7
1/22/2010 15:59,39.6
1/22/2010 16:00,39.7
1/22/2010 16:00,39.7
1/22/2010 16:01,39.7
1/22/2010 16:02,39.7
1/22/2010 16:03,39.5
1/22/2010 16:04,39.7
1/22/2010 16:05,39.7
1/22/2010 16:06,39.6
1/22/2010 16:07,39.5
1/22/2010 16:08,39.6
1/22/2010 16:09,39.3
1/22/2010 16:10,39.5
1/22/2010 16:11,39.6
1/22/2010 16:12,39.6
1/22/2010 16:13,39.5
1/22/2010 16:14,39.3
1/22/2010 16:15,39.7
1/22/2010 16:16,39.6
1/22/2010 16:17,39.6
1/22/2010 16:18,39.3
1/22/2010 16:19,39.6
1/22/2010 16:20,39.5
1/22/2010 16:21,39.5
1/22/2010 16:22,39.5
1/22/2010 16:23,39.5
1/22/2010 16:24,39.2
1/22/2010 16:25,39.5
1/22/2010 16:26,39.5
1/22/2010 16:27,39.1
1/22/2010 16:28,39.3
1/22/2010 16:29,39.3
1/22/2010 16:30,39.6
1/22/2010 16:31,39.3
1/22/2010 16:32,39.3
1/22/2010 16:33,39.3
1/22/2010 16:34,39.2
1/22/2010 16:35,39.5
1/22/2010 16:36,39.6
1/22/2010 16:37,39.2
1/22/2010 16:38,39.2
1/22/2010 16:39,39.2
1/22/2010 16:40,39.3
1/22/2010 16:41,39.2
1/22/2010 16:42,39.2
1/22/2010 16:43,39.2
1/22/2010 16:44,39.1
1/22/2010 16:45,39.2
1/22/2010 16:46,39.1
1/22/2010 16:47,39.3
1/22/2010 16:48,39.2
1/22/2010 16:49,39.1
1/22/2010 16:50,39.1
1/22/2010 16:51,39.1
1/22/2010 16:52,39
1/22/2010 16:53,39.2
1/22/2010 16:54,39.1
1/22/2010 16:55,39.1
1/22/2010 16:56,39.1
1/22/2010 16:57,39.2
1/22/2010 16:58,39.2
1/22/2010 16:59,39.1
1/22/2010 17:00,39.1
1/22/2010 17:00,39.1
1/22/2010 17:01,39.2
1/22/2010 17:02,39.1
1/22/2010 17:03,39.1
1/22/2010 17:04,39.2
1/22/2010 17:05,39
1/22/2010 17:06,39.1
1/22/2010 17:07,39.1
1/22/2010 17:08,39.1
1/22/2010 17:09,39.2
1/22/2010 17:10,39.1
